N_OVO;IDADE_AVES;P_OVO;AL_ALB;PH_ALB;P_ALB;%_ALB;P_GE;C_GE;%_GE;YH;YD;YI;HU;RK;F_Q;P_CA;E_CA;%_CA;OV;CL_PESO;L;B;I_FOR;CLA_I_FOR;VOL_OVO;S_OVO;OBS;TEMPO;DESTINACAO
53;53;65.3;9.3;7.8;41.364;63.34;16.959;6;25.97;19.0;41.0;0.463;95.0;AA;5.85;6.977;0.40;10.68;2;EXTRA;61.74;47.06;76.22;Redondo;71.24;69.39;casca_suja;0;Processamento
54;53;65.4;8.3;7.7;40.859;62.48;18.213;6;27.85;17.6;45.0;0.391;89.9;AA;7.10;6.328;0.35;9.68;1;EXTRA;59.28;45.47;76.70;Redondo;64.20;65.21;;0;Processamento
55;53;75.1;6.6;7.8;47.971;63.88;20.031;7;26.67;16.4;39.0;0.421;76.3;AA;3.22;7.098;0.43;9.45;2;JUMBO;59.75;45.33;75.87;Padrão;64.35;65.35;;0;Processamento
56;53;68.9;8.1;7.8;46.553;67.57;16.840;7;24.44;17.8;44.3;0.402;87.9;AA;3.37;5.507;0.35;7.99;2;JUMBO;57.87;42.46;73.37;Padrão;55.22;59.80;;0;Processamento
57;53;67.7;8.4;8.0;42.027;62.08;19.468;7;28.76;18.5;47.0;0.394;89.8;AA;5.25;6.205;0.39;9.17;1;EXTRA;59.15;45.70;77.26;Redondo;64.66;65.45;;0;Processamento
58;53;64.3;8.4;8.1;41.693;64.84;17.021;7;26.47;18.1;42.7;0.424;90.7;AA;5.41;5.586;0.41;8.69;2;EXTRA;56.27;42.75;75.97;Padrão;54.38;59.08;;0;Processamento
59;53;69.1;7.8;7.7;46.794;67.72;15.304;7;22.15;18.0;44.3;0.406;86.0;AA;6.26;7.002;0.41;10.13;2;JUMBO;58.15;46.20;79.45;Redondo;64.86;65.44;;0;Processamento
60;53;54.7;7.9;7.9;31.678;57.91;16.201;6;29.62;16.9;40.3;0.419;90.5;AA;4.63;6.821;0.41;12.47;1;GRANDE;59.61;45.91;77.02;Redondo;65.72;66.10;;0;Processamento
61;53;67.0;8.6;8.2;42.688;63.71;17.400;6;25.97;18.1;41.7;0.434;91.1;AA;5.34;6.912;0.40;10.32;2;EXTRA;61.03;45.93;75.26;Padrão;67.34;67.17;casca_suja;0;Processamento
62;53;68.8;8.0;8.3;47.315;68.77;15.491;6;22.52;18.9;44.7;0.423;87.3;AA;4.24;5.994;0.41;8.71;2;JUMBO;57.59;43.77;76.00;Redondo;58.14;61.50;;0;Processamento
63;53;68.8;7.8;8.4;44.929;65.30;18.156;7;26.39;17.8;42.3;0.421;86.1;AA;4.92;5.715;0.38;8.31;2;JUMBO;57.52;44.59;77.52;Redondo;60.09;62.63;;0;Processamento
64;53;59.9;7.6;8.3;39.476;65.90;14.836;7;24.77;17.0;41.0;0.415;87.3;AA;4.62;5.588;0.40;9.33;2;EXTRA;56.66;42.42;74.87;Padrão;53.97;58.89;;0;Processamento
65;53;71.9;9.0;7.8;49.901;69.40;15.449;7;21.49;18.8;42.0;0.448;92.1;AA;3.26;6.550;0.41;9.11;1;JUMBO;58.14;43.60;74.99;Padrão;58.27;61.65;;0;Processamento
66;53;65.8;9.9;7.9;44.199;67.17;15.518;6;23.58;17.5;45.7;0.383;97.8;AA;4.36;6.083;0.38;9.24;1;EXTRA;59.77;44.40;74.28;Padrão;61.95;63.98;;0;Processamento
67;53;62.4;8.6;7.8;35.842;57.44;19.685;7;31.55;17.4;40.7;0.428;92.2;AA;5.83;6.873;0.41;11.01;2;EXTRA;62.25;47.13;75.71;Padrão;72.02;69.87;;0;Processamento
68;53;64.9;8.0;7.9;41.665;64.20;16.571;7;25.53;17.9;42.3;0.423;88.3;AA;4.06;6.664;0.42;10.27;2;EXTRA;59.06;46.24;78.29;Redondo;65.98;66.18;;0;Processamento
69;53;64.6;8.1;7.7;41.689;64.53;16.517;7;25.57;18.5;41.0;0.451;88.9;AA;4.05;6.394;0.40;9.90;2;EXTRA;58.76;44.96;76.51;Redondo;62.33;64.08;;0;Processamento
70;53;61.3;8.8;7.9;38.716;63.16;16.143;6;26.33;17.3;43.0;0.402;93.5;AA;4.79;6.441;0.41;10.51;1;EXTRA;58.80;43.16;73.40;Padrão;57.83;61.47;;0;Processamento
71;53;61.7;8.9;7.5;39.052;63.29;16.497;7;26.74;17.3;43.0;0.402;93.9;AA;4.29;6.151;0.39;9.97;2;EXTRA;57.91;44.13;76.20;Redondo;59.35;62.25;;0;Processamento
72;53;66.0;8.0;7.9;41.052;62.20;18.153;7;27.50;18.6;41.3;0.450;88.0;AA;1.46;6.795;0.40;10.30;2;EXTRA;58.99;45.06;76.39;Redondo;62.83;64.39;;0;Processamento
73;53;60.4;8.5;7.8;38.477;63.70;15.887;7;26.30;17.6;40.0;0.440;92.2;AA;4.24;6.036;0.41;9.99;1;EXTRA;55.99;43.22;77.19;Redondo;55.21;59.54;;0;Processamento
74;53;62.2;9.4;7.9;40.194;64.62;15.653;6;25.17;16.8;43.0;0.391;96.2;AA;3.62;6.353;0.40;10.21;2;EXTRA;57.71;44.08;76.38;Redondo;59.02;62.03;;0;Processamento
75;53;67.8;8.5;7.9;45.560;67.20;15.756;6;23.24;16.8;41.3;0.407;90.4;AA;3.41;6.484;0.40;9.56;1;EXTRA;58.04;44.13;76.03;Redondo;59.48;62.34;;0;Processamento
76;53;69.1;9.0;8.0;46.240;66.92;16.604;7;24.03;18.8;47.3;0.397;92.7;AA;5.23;6.256;0.41;9.05;2;JUMBO;59.84;45.26;75.64;Padrão;64.26;65.31;;0;Processamento
77;53;62.5;7.8;7.6;40.799;65.28;15.553;6;24.88;17.5;43.3;0.404;87.8;AA;4.85;6.148;0.38;9.84;1;EXTRA;56.63;42.68;75.37;Padrão;54.56;59.24;;0;Processamento
78;53;65.9;8.5;7.8;39.972;60.66;19.334;6;29.34;18.4;41.7;0.441;90.8;AA;3.84;6.594;0.41;10.01;2;EXTRA;59.08;45.41;76.86;Redondo;63.83;64.98;;0;Processamento
79;53;65.2;8.3;7.8;38.251;58.67;19.971;6;30.63;19.3;42.0;0.460;89.9;AA;4.59;6.978;0.39;10.70;2;EXTRA;61.29;45.54;74.30;Padrão;66.57;66.77;;0;Processamento
80;53;62.3;9.3;8.0;37.526;60.23;16.837;6;27.03;18.3;33.7;0.543;95.7;AA;4.08;7.937;0.42;12.74;1;EXTRA;58.25;45.13;77.48;Redondo;62.22;63.95;;0;Processamento
81;53;68.0;8.5;7.9;40.452;59.49;20.478;7;30.11;19.1;45.3;0.422;90.3;AA;5.15;7.070;0.38;10.40;1;JUMBO;59.49;46.07;77.44;Redondo;66.01;66.25;;0;Processamento
82;53;67.2;8.4;7.7;39.314;58.50;19.930;7;29.66;18.4;41.7;0.441;90.0;AA;4.30;7.956;0.41;11.84;2;EXTRA;63.39;49.16;77.55;Redondo;79.23;73.83;;0;Processamento
83;53;67.4;7.6;7.7;42.814;63.52;17.475;7;25.93;17.1;43.3;0.395;85.3;AA;5.40;7.111;0.40;10.55;1;EXTRA;58.14;44.94;77.30;Redondo;61.62;63.59;;0;Processamento
84;53;68.7;7.8;7.8;;;18.042;6;26.26;18.0;47.7;0.377;86.1;AA;4.59;;;;2;JUMBO;62.62;46.75;74.66;Padrão;71.38;69.55;;0;Processamento
85;53;67.8;7.5;7.5;42.886;63.25;18.148;7;26.77;18.6;45.7;0.407;84.6;AA;4.82;6.766;0.42;9.98;2;EXTRA;54.41;46.13;84.78;Redondo;60.52;62.41;;0;Processamento
86;53;57.1;8.6;7.6;34.315;60.10;16.616;7;29.10;16.9;43.7;0.387;93.5;AA;4.07;6.169;0.42;10.80;3;GRANDE;57.31;42.62;74.37;Padrão;55.07;59.64;;0;Processamento
87;53;67.0;8.8;7.5;43.407;64.79;17.040;7;25.43;19.3;42.7;0.452;92.1;AA;3.93;6.553;0.40;9.78;1;EXTRA;58.95;44.82;76.03;Redondo;62.17;64.01;;0;Processamento
88;53;57.6;7.8;7.7;33.707;58.52;17.434;6;30.27;17.5;42.0;0.417;89.1;AA;5.75;6.459;0.41;11.21;1;GRANDE;60.19;44.66;74.20;Padrão;63.06;64.67;;0;Processamento
89;53;62.2;7.3;7.7;39.704;63.83;16.518;7;26.56;17.8;39.7;0.448;84.9;AA;4.81;5.978;0.42;9.61;2;EXTRA;57.07;43.24;75.77;Padrão;56.33;60.36;;0;Processamento
90;53;62.4;10.5;7.8;40.612;65.08;14.736;6;23.62;17.4;95.5;0.182;101.1;AA;2.79;7.052;0.45;11.30;2;EXTRA;54.83;45.22;82.47;Redondo;58.78;61.47;;0;Processamento
91;53;59.3;8.9;7.8;34.796;58.68;17.655;7;29.77;17.5;49.0;0.357;94.4;AA;4.47;6.849;0.42;11.55;1;EXTRA;58.33;44.73;76.68;Redondo;61.29;63.43;;0;Processamento
92;53;63.2;8.9;7.7;37.686;59.63;18.374;6;29.07;17.1;40.3;0.424;93.5;AA;4.97;7.140;0.43;11.30;1;EXTRA;58.61;44.24;75.48;Padrão;60.35;62.92;;0;Processamento
93;53;75.5;8.3;7.8;48.719;64.53;19.644;7;26.02;19.1;44.3;0.431;87.4;AA;4.28;7.137;0.44;9.45;1;JUMBO;57.08;46.31;81.13;Redondo;63.94;64.78;casca_suja;0;Processamento
94;53;65.9;8.3;7.9;39.171;59.44;19.885;7;30.17;17.3;41.7;0.415;89.7;AA;3.85;6.844;0.41;10.39;2;EXTRA;60.11;46.75;77.77;Redondo;68.52;67.72;;0;Processamento
95;53;75.6;9.4;7.7;48.798;64.55;19.942;7;26.38;17.1;40.7;0.420;93.3;AA;4.57;6.860;0.38;9.07;2;JUMBO;61.66;46.33;75.14;Padrão;69.13;68.22;;0;Processamento
96;53;65.7;8.8;7.8;;;;7;;18.4;44.7;0.412;92.4;AA;5.02;7.147;0.37;10.88;3;EXTRA;58.42;44.56;76.28;Redondo;60.96;63.25;;0;Processamento
97;53;74.1;10.6;8.1;50.613;68.30;17.131;6;23.12;18.8;45.0;0.418;99.3;AA;4.32;6.356;0.40;8.58;2;JUMBO;58.72;44.68;76.09;Redondo;61.57;63.64;;0;Processamento
98;53;69.3;7.3;8.2;47.589;68.67;15.733;7;22.70;17.4;43.0;0.405;82.9;AA;4.00;5.978;0.38;8.63;1;JUMBO;56.95;43.80;76.91;Redondo;57.56;61.07;;0;Processamento
99;53;65.2;8.0;8.3;41.941;64.33;16.547;6;25.38;17.8;42.7;0.417;88.2;AA;4.35;6.712;0.41;10.29;2;EXTRA;60.23;44.91;74.56;Padrão;63.76;65.07;;0;Processamento
100;53;59.7;8.1;8.3;34.503;57.79;18.790;6;31.47;17.3;39.3;0.440;90.2;AA;4.73;6.407;0.40;10.73;2;EXTRA;60.79;45.31;74.54;Padrão;65.41;66.06;;0;Processamento
101;53;73.2;8.0;7.7;46.851;64.00;19.246;6;26.29;17.9;47.7;0.375;86.2;AA;4.59;7.103;0.42;9.70;1;JUMBO;60.63;47.09;77.67;Redondo;70.04;68.62;;0;Processamento
102;53;69.1;9.0;8.0;43.998;63.67;18.239;7;26.40;18.6;39.7;0.469;92.7;AA;5.17;6.863;0.42;9.93;1;JUMBO;61.19;44.91;73.39;Padrão;64.78;65.74;;0;Processamento
103;53;67.5;9.3;7.8;43.025;63.74;18.134;7;26.87;18.1;44.3;0.409;94.6;AA;4.52;6.341;0.41;9.39;3;EXTRA;58.97;45.65;77.41;Redondo;64.34;65.25;;0;Processamento
104;53;74.5;7.8;7.6;48.952;65.71;18.579;7;24.94;18.1;42.3;0.428;84.6;AA;4.44;6.969;0.40;9.35;1;JUMBO;64.26;46.52;72.39;Padrão;72.59;70.35;;0;Processamento
105;53;57.3;8.5;7.9;33.025;57.64;17.221;6;30.05;17.5;42.7;0.410;92.9;AA;0.80;7.054;0.38;12.31;1;GRANDE;59.04;46.40;78.59;Redondo;66.37;66.40;;0;Processamento
106;53;66.7;9.3;7.9;40.193;60.26;19.049;6;28.56;18.8;43.3;0.434;94.7;AA;3.95;7.458;0.42;11.18;1;EXTRA;58.55;45.35;77.46;Redondo;63.11;64.50;;0;Processamento
107;53;70.3;7.6;7.9;47.757;67.93;16.766;6;23.85;17.3;41.7;0.415;84.5;AA;4.53;5.777;0.38;8.22;1;JUMBO;56.84;42.95;75.56;Padrão;55.40;59.78;;0;Processamento
108;53;66.8;8.1;7.9;39.906;59.74;20.495;7;30.68;19.3;43.7;0.442;88.4;AA;4.71;6.399;0.39;9.58;2;EXTRA;58.74;46.12;78.52;Redondo;65.31;65.77;;0;Processamento
109;53;62.6;7.9;7.9;39.494;63.09;16.301;7;26.04;17.5;41.0;0.427;88.3;AA;3.56;6.805;0.39;10.87;1;EXTRA;59.90;45.33;75.68;Padrão;64.51;65.45;casca_suja;0;Processamento
110;53;66.7;8.3;7.9;43.486;65.20;16.890;8;25.32;17.5;40.7;0.430;89.5;AA;5.72;6.324;0.40;9.48;1;EXTRA;50.40;44.49;88.27;Redondo;52.44;56.92;;0;Processamento
111;53;67.2;7.0;7.9;40.560;60.36;17.925;7;26.67;15.1;42.3;0.357;81.5;AA;5.21;8.715;0.43;12.97;2;EXTRA;61.31;44.94;73.30;Padrão;64.98;65.87;;0;Processamento
112;53;59.2;10.5;7.9;39.098;66.04;14.478;6;24.46;18.3;42.0;0.436;101.7;AA;5.05;5.624;0.41;9.50;1;EXTRA;55.49;42.31;76.25;Redondo;52.60;57.89;;0;Processamento
113;53;68.2;8.3;;;;;6;;18.1;43.3;0.418;89.2;AA;4.55;;;;1;JUMBO;58.74;46.75;79.59;Redondo;66.96;66.69;;0;Processamento
114;53;68.0;7.5;;;;;6;;17.5;45.0;0.389;84.5;AA;5.21;;;;1;JUMBO;60.77;45.78;75.33;Padrão;66.65;66.75;;0;Processamento
115;53;66.4;8.6;;;;;6;;18.8;50.0;0.376;91.2;AA;2.60;;;;1;EXTRA;56.34;44.59;79.14;Redondo;58.86;61.75;;0;Processamento
116;53;68.5;7.3;7.8;45.063;65.79;17.946;6;26.20;17.5;46.3;0.378;83.1;AA;3.46;5.491;0.34;8.02;1;JUMBO;58.59;44.26;75.54;Padrão;60.38;62.93;;0;Processamento
117;53;65.2;7.8;8.0;42.577;65.30;15.750;6;24.16;18.1;42.3;0.428;87.1;AA;3.10;6.873;0.43;10.54;2;EXTRA;58.49;45.41;77.64;Redondo;63.20;64.54;;0;Processamento
118;53;64.3;9.4;8.1;40.379;62.80;17.966;7;27.94;17.6;43.0;0.409;95.7;AA;3.92;5.955;0.42;9.26;1;EXTRA;57.54;44.40;77.16;Redondo;59.64;62.37;;0;Processamento
119;53;63.6;9.1;8.0;40.120;63.08;17.140;7;26.95;17.3;48.0;0.360;94.4;AA;2.51;6.340;0.40;9.97;1;EXTRA;60.71;43.78;72.11;Padrão;61.31;63.71;;0;Processamento
120;53;62.7;8.4;7.7;40.916;65.26;16.981;6;27.08;16.6;43.7;0.380;91.1;AA;5.05;4.803;0.30;7.66;2;EXTRA;56.67;44.55;78.61;Redondo;59.11;61.94;casca_suja;0;Processamento
121;53;65.2;9.3;7.7;41.064;62.98;17.862;6;27.40;18.3;42.0;0.436;95.1;AA;2.35;6.274;0.38;9.62;1;EXTRA;58.17;45.22;77.74;Redondo;62.37;64.02;;0;Processamento
122;53;67.6;8.5;7.5;41.746;61.75;18.809;7;27.82;17.0;49.0;0.347;90.4;AA;3.93;7.045;0.41;10.42;2;EXTRA;59.06;45.80;77.55;Redondo;64.82;65.53;;0;Processamento
123;53;69.2;9.8;8.0;43.249;62.50;18.263;6;26.39;19.1;42.7;0.447;96.6;AA;4.67;7.688;0.41;11.11;2;JUMBO;60.36;45.05;74.64;Padrão;64.27;65.37;;0;Processamento
124;53;66.2;7.8;7.9;;;;7;;17.5;41.3;0.424;86.8;AA;6.21;5.779;0.42;8.73;1;EXTRA;56.42;45.72;81.04;Redondo;61.73;63.42;;0;Processamento
125;53;64.5;7.6;7.9;43.344;67.20;14.273;6;22.13;18.3;41.7;0.439;86.1;AA;4.44;6.883;0.41;10.67;2;EXTRA;57.02;44.12;77.38;Redondo;58.41;61.58;;0;Processamento
126;53;65.6;7.9;7.7;42.909;65.41;16.324;6;24.88;17.6;45.0;0.391;87.5;AA;4.43;6.367;0.44;9.71;1;EXTRA;56.52;42.42;75.05;Padrão;53.84;58.79;;0;Processamento
127;53;62.0;7.1;7.8;36.503;58.88;18.636;6;30.06;17.0;47.7;0.356;83.7;AA;3.82;6.861;0.40;11.07;2;EXTRA;56.90;43.14;75.82;Padrão;55.92;60.09;;0;Processamento
128;53;56.2;8.5;7.8;30.796;54.80;18.394;6;32.73;17.4;41.3;0.421;93.2;AA;5.24;7.010;0.41;12.47;1;GRANDE;58.86;45.49;77.29;Redondo;63.80;64.93;casca_suja;0;Processamento
129;53;67.7;7.4;7.8;41.739;61.65;19.210;6;28.38;18.3;42.7;0.429;84.0;AA;5.05;6.751;0.40;9.97;1;EXTRA;59.21;47.16;79.65;Redondo;68.58;67.65;;0;Processamento
130;53;69.0;8.4;7.8;46.117;66.84;15.970;7;23.14;19.1;42.0;0.455;89.5;AA;0.93;6.913;0.40;10.02;1;JUMBO;58.68;46.26;78.83;Redondo;65.60;65.93;;0;Processamento
131;53;71.8;9.8;7.5;51.377;71.56;15.970;6;22.24;20.8;43.0;0.484;96.1;AA;4.56;4.453;0.32;6.20;1;JUMBO;56.16;44.57;79.36;Redondo;58.62;61.58;casca_suja;0;Processamento
132;53;69.4;8.8;7.9;43.145;62.17;20.004;7;28.82;19.0;44.7;0.425;91.6;AA;4.76;6.251;0.39;9.01;4;JUMBO;57.89;44.45;76.78;Redondo;60.13;62.70;casca_suja;0;Processamento
133;53;68.4;8.6;8.0;45.047;65.86;17.624;7;25.77;19.0;43.7;0.435;90.8;AA;5.02;5.729;0.34;8.38;2;JUMBO;58.84;45.48;77.29;Redondo;63.75;64.90;;0;Processamento
134;53;65.8;7.6;8.0;40.619;61.73;18.676;7;28.38;16.8;37.7;0.446;85.7;AA;4.76;6.505;0.39;9.89;1;EXTRA;59.29;45.29;76.39;Redondo;63.75;64.95;;0;Processamento
135;53;63.9;8.5;8.2;39.852;62.37;17.146;7;26.83;17.9;105.5;0.170;91.3;AA;4.85;6.902;0.42;10.80;2;EXTRA;56.41;44.84;79.49;Redondo;59.54;62.16;;0;Processamento
136;53;70.7;6.9;7.8;45.898;64.92;18.338;7;25.94;17.6;40.0;0.440;79.8;AA;4.61;6.464;0.40;9.14;1;JUMBO;55.06;44.18;80.24;Redondo;56.55;60.20;;0;Processamento
137;53;53.1;8.3;7.9;29.094;54.79;17.305;6;32.59;16.8;44.3;0.379;93.0;AA;4.41;6.701;0.42;12.62;2;GRANDE;58.90;46.59;79.10;Redondo;66.72;66.58;;0;Processamento
138;53;65.9;9.4;7.9;42.533;64.54;17.180;6;26.07;18.4;42.7;0.431;95.4;AA;4.36;6.187;0.44;9.39;1;EXTRA;59.09;43.90;74.29;Padrão;59.98;62.76;;0;Processamento
139;53;70.3;8.6;8.0;42.958;61.11;19.947;6;28.37;18.9;45.7;0.414;90.3;AA;3.58;7.395;0.42;10.52;1;JUMBO;56.45;44.35;78.57;Redondo;58.39;61.49;casca_suja;0;Processamento
140;53;62.8;6.4;8.0;37.930;60.40;17.702;6;28.19;16.8;44.3;0.379;78.8;AA;5.27;7.168;5.45;11.41;2;EXTRA;62.14;45.27;72.85;Padrão;66.76;66.95;;0;Processamento
141;53;65.4;9.4;8.0;43.363;66.30;15.406;6;23.56;18.8;41.7;0.451;95.5;AA;5.45;6.631;5.16;10.14;1;EXTRA;57.17;46.44;81.23;Redondo;64.37;65.03;;0;Processamento
142;53;67.7;8.8;8.0;45.727;67.54;15.845;7;23.40;18.9;44.0;0.430;92.0;AA;5.16;6.128;3.96;9.05;2;EXTRA;57.94;44.66;77.08;Redondo;60.71;63.04;;0;Processamento
143;53;76.9;10.6;8.2;51.289;66.70;17.900;6;23.28;19.8;42.7;0.464;98.8;AA;3.96;7.711;4.01;10.03;1;JUMBO;57.81;42.24;73.07;Padrão;54.63;59.44;;0;Processamento
144;53;65.8;8.9;7.6;38.862;59.06;19.982;7;30.37;18.8;40.0;0.470;92.9;AA;4.01;6.956;0.42;10.57;1;EXTRA;59.86;44.49;74.32;Padrão;62.28;64.18;;0;Processamento
145;53;57.8;7.4;7.7;34.006;58.83;17.172;7;29.71;17.0;45.3;0.375;86.8;AA;5.28;6.622;0.41;11.46;2;GRANDE;59.89;46.22;77.17;Redondo;66.85;66.77;;0;Processamento
146;53;68.8;8.5;7.7;46.349;67.37;16.363;7;23.78;19.0;47.3;0.402;90.1;AA;4.63;6.088;0.39;8.85;1;JUMBO;57.14;43.89;76.81;Redondo;57.97;61.34;;0;Processamento
147;53;70.7;7.9;7.9;51.157;72.36;13.974;6;19.77;18.6;45.7;0.407;86.2;AA;4.36;5.569;0.38;7.88;1;JUMBO;56.64;41.66;73.55;Padrão;52.17;57.79;;0;Processamento
148;53;61.5;8.0;8.0;37.495;60.97;17.665;6;28.72;17.9;42.3;0.423;89.2;AA;6.00;6.340;0.39;10.31;1;EXTRA;62.44;42.27;67.70;Pontiagudo;59.09;62.59;;0;Processamento
149;53;75.1;8.4;7.9;52.933;70.48;16.080;7;21.41;18.4;47.0;0.391;88.1;AA;3.07;6.087;0.40;8.11;3;JUMBO;59.82;47.57;79.52;Redondo;70.40;68.73;;0;Processamento
150;53;69.5;9.6;8.0;48.242;69.41;14.946;7;21.51;18.8;39.7;0.474;95.6;AA;5.67;6.312;0.42;9.08;2;JUMBO;57.94;44.20;76.29;Redondo;59.56;62.37;;0;Processamento
151;53;74.0;9.5;8.0;54.208;73.25;14.480;7;19.57;18.4;46.3;0.397;94.2;AA;4.57;5.312;0.34;7.18;2;JUMBO;59.04;45.29;76.71;Redondo;63.48;64.77;;0;Processamento
152;53;63.1;8.9;7.7;37.556;59.52;19.225;7;30.47;18.0;41.3;0.436;93.6;AA;4.94;6.319;0.40;10.01;2;EXTRA;59.49;44.86;75.41;Padrão;62.85;64.46;casca_suja;0;Processamento
153;53;67.4;9.9;7.7;44.652;66.25;18.304;7;27.16;17.5;39.0;0.449;97.4;AA;4.65;4.444;0.35;6.59;2;EXTRA;60.00;44.68;74.47;Padrão;62.92;64.56;trincado;0;Descarte
154;53;65.2;8.4;7.8;39.174;60.08;19.575;7;30.02;17.8;41.3;0.431;90.4;AA;3.08;6.451;0.39;9.89;4;EXTRA;62.21;45.46;73.08;Padrão;67.35;67.29;;0;Processamento
155;53;65.6;8.5;8.0;43.975;67.04;15.628;6;23.82;18.5;45.3;0.408;90.9;AA;4.55;5.997;0.40;9.14;1;EXTRA;60.01;45.64;76.05;Redondo;65.44;66.00;;0;Processamento
156;53;69.4;8.3;8.0;45.831;66.04;17.821;6;25.68;17.0;49.7;0.342;88.9;AA;1.02;5.748;0.33;8.28;1;JUMBO;55.63;44.01;79.11;Redondo;56.73;60.39;;0;Processamento
157;53;58.6;8.9;7.7;32.580;55.60;18.905;7;32.26;17.4;41.7;0.417;94.6;AA;5.77;7.115;0.38;12.14;2;EXTRA;61.01;45.04;73.82;Padrão;64.93;65.81;;0;Processamento
158;53;67.4;8.4;7.5;45.557;67.59;15.581;7;23.12;18.8;43.7;0.430;89.9;AA;5.23;6.262;0.41;9.29;1;EXTRA;60.78;45.19;74.35;Padrão;65.08;65.88;;0;Processamento
159;53;67.9;9.4;7.5;44.371;65.35;16.608;6;24.46;18.4;43.0;0.428;95.0;AA;3.33;6.921;0.40;10.19;1;EXTRA;56.72;42.35;74.67;Padrão;53.86;58.83;;0;Processamento
160;53;67.8;8.1;7.9;43.013;63.44;17.996;6;26.54;18.8;42.0;0.448;88.1;AA;4.60;6.791;0.41;10.02;1;EXTRA;55.25;45.79;82.88;Redondo;60.62;62.60;;0;Processamento
161;53;55.4;6.9;7.9;33.567;60.59;15.258;7;27.54;16.4;44.3;0.370;84.5;AA;4.96;6.575;0.40;11.87;1;GRANDE;57.26;45.77;79.93;Redondo;62.77;64.14;;0;Processamento
162;53;62.9;9.1;7.8;36.860;58.60;18.648;8;29.65;17.1;39.7;0.431;94.6;AA;3.99;7.392;0.43;11.75;1;EXTRA;60.28;44.80;74.32;Padrão;63.52;64.94;;0;Processamento
163;53;65.9;8.5;7.6;43.424;65.89;17.726;6;26.90;18.8;44.0;0.427;90.8;AA;6.08;4.750;0.29;7.21;1;EXTRA;60.63;44.61;73.58;Padrão;63.39;64.90;;0;Processamento
164;53;66.5;8.5;8.5;45.384;68.25;15.990;6;24.05;17.4;39.7;0.438;90.7;AA;3.53;5.126;0.35;7.71;1;EXTRA;59.68;46.16;77.35;Redondo;66.46;66.53;trincado;0;Descarte
165;53;63.3;7.0;8.5;38.978;61.58;18.208;7;28.76;17.4;43.7;0.398;82.7;AA;7.37;6.114;0.38;9.66;1;EXTRA;55.46;43.42;78.29;Redondo;55.16;59.43;;0;Processamento
166;53;62.2;8.5;8.7;38.211;61.43;17.659;7;28.39;17.4;42.7;0.407;91.7;AA;4.23;6.330;0.40;10.18;1;EXTRA;60.91;44.57;73.17;Padrão;63.58;65.04;;0;Processamento
167;53;58.6;6.8;7.9;37.754;64.43;15.952;6;27.22;17.5;40.3;0.434;82.8;AA;5.37;4.894;0.34;8.35;1;EXTRA;58.29;45.52;78.09;Redondo;63.26;64.55;;0;Processamento
